Customer_ID,gender,Age,demographics,profession,Income,Loan_Amount,Loan_Term_Months,Rent_Payments,Utility_Payments_On_Time,Mobile_Phone_Payment_On_Time,social mediaplatform,Social_Media_Activity_Score,Transaction_Behavior_Score,Credit_Score
550,female,58,Urban,Marketer Manager,113623,34210,12,1760,TRUE,TRUE,Facebook,71,27,684
551,male,34,Sub_Urban,Software Engineer,117883,29226,36,2216,TRUE,TRUE,Facebook,38,51,704
552,male,26,Rural,Marketer Manager,53756,5652,36,810,TRUE,TRUE,Facebook,96,64,817
553,non-binary,58,Sub_Urban,Marketer Manager,73268,25323,24,1048,TRUE,FALSE,Facebook,67,52,775
554,male,18,Rural,Software Engineer,59214,43138,12,555,TRUE,FALSE,Facebook,62,81,736
555,female,19,Sub_Urban,Marketer Manager,101871,8597,12,942,TRUE,TRUE,Facebook,39,38,322
556,female,65,Rural,Student,147844,48093,60,1760,TRUE,TRUE,Facebook,37,65,757
557,male,46,Sub_Urban,Software Engineer,48602,38226,36,1369,TRUE,TRUE,Facebook,86,18,382
558,non-binary,50,Rural,Student,73331,7591,12,2384,TRUE,TRUE,Instagram,8,63,444
559,non-binary,27,Sub_Urban,Software Engineer,68901,26833,12,1720,TRUE,TRUE,YouTube,81,51,384
560,male,67,Rural,Student,119986,12826,48,1084,TRUE,TRUE,Facebook,52,9,377
561,male,57,Sub_Urban,Student,83416,27417,48,2094,TRUE,FALSE,Facebook,91,13,756
562,female,38,Urban,Marketer Manager,52196,19693,12,1251,FALSE,FALSE,YouTube,33,40,300
563,male,45,Rural,Student,148386,15138,60,2037,TRUE,TRUE,Instagram,81,55,350
564,non-binary,28,Sub_Urban,Marketer Manager,25626,3169,12,1972,FALSE,TRUE,YouTube,42,79,745
565,male,51,Rural,Software Engineer,27424,19556,24,859,TRUE,TRUE,YouTube,76,43,748
566,female,25,Rural,Student,32857,23052,36,2223,TRUE,TRUE,Facebook,27,44,787
567,female,39,Sub_Urban,Student,130459,7313,60,1318,TRUE,TRUE,YouTube,8,68,333
568,female,25,Rural,Software Engineer,135621,9315,24,529,TRUE,TRUE,YouTube,23,33,647
569,female,66,Sub_Urban,Software Engineer,39982,9036,60,2302,FALSE,TRUE,Facebook,64,24,394
570,female,32,Urban,Student,96961,32778,24,607,TRUE,TRUE,Facebook,93,36,371
571,male,34,Rural,Software Engineer,21980,28734,36,1343,TRUE,TRUE,Facebook,20,10,453
572,male,40,Urban,Marketer Manager,68290,24173,36,2458,TRUE,FALSE,Facebook,16,20,549
573,male,41,Rural,Software Engineer,46431,31403,48,2125,TRUE,TRUE,YouTube,17,75,737
574,male,62,Rural,Software Engineer,104976,1785,24,1216,TRUE,TRUE,YouTube,80,12,417
575,female,36,Rural,Student,127288,7139,48,1390,TRUE,TRUE,Instagram,19,62,605
576,non-binary,22,Sub_Urban,Marketer Manager,102711,7344,24,2491,TRUE,TRUE,Instagram,8,18,567
577,male,49,Urban,Software Engineer,134187,19800,48,2482,TRUE,FALSE,YouTube,38,94,353
578,non-binary,61,Rural,Marketer Manager,46385,26372,36,1459,TRUE,TRUE,Instagram,38,63,535
579,male,18,Sub_Urban,Marketer Manager,58158,21538,60,1968,TRUE,TRUE,YouTube,53,84,688
580,male,40,Rural,Marketer Manager,43019,15973,48,1392,TRUE,TRUE,Instagram,93,25,700
581,non-binary,54,Sub_Urban,Student,38639,6619,24,1961,TRUE,TRUE,Facebook,90,12,602
582,female,25,Rural,Software Engineer,105530,35704,24,1231,TRUE,TRUE,Instagram,31,21,506
583,male,30,Urban,Student,119911,37575,36,2413,TRUE,TRUE,Facebook,44,25,528
584,male,25,Urban,Software Engineer,41563,40919,24,1105,TRUE,TRUE,Facebook,60,11,374
585,male,40,Rural,Software Engineer,59341,43261,12,956,TRUE,TRUE,Facebook,76,64,734
586,non-binary,60,Sub_Urban,Student,135672,46123,60,1114,FALSE,TRUE,Facebook,17,73,402
587,female,18,Rural,Marketer Manager,25776,28716,48,2258,TRUE,TRUE,Instagram,79,50,721
588,non-binary,62,Sub_Urban,Marketer Manager,56444,4236,60,1197,TRUE,TRUE,YouTube,73,62,605
589,non-binary,68,Rural,Software Engineer,88916,16848,36,2219,TRUE,TRUE,Facebook,39,89,397
590,female,41,Sub_Urban,Student,28711,3352,48,2018,TRUE,FALSE,Instagram,42,99,634
591,non-binary,52,Urban,Marketer Manager,94318,2932,48,1173,TRUE,FALSE,Facebook,48,96,734
592,female,41,Rural,Marketer Manager,102970,11913,12,1770,FALSE,TRUE,Instagram,12,49,746
593,male,34,Urban,Software Engineer,132301,9556,36,1042,TRUE,TRUE,Instagram,96,14,607
594,female,22,Urban,Software Engineer,105553,22300,24,2087,TRUE,TRUE,Instagram,89,1,548
595,male,37,Rural,Student,50707,6498,12,1356,TRUE,TRUE,YouTube,18,81,465
596,non-binary,38,Rural,Software Engineer,59110,11582,12,2111,TRUE,TRUE,Instagram,79,25,780
597,non-binary,57,Sub_Urban,Marketer Manager,149410,47633,60,1396,TRUE,TRUE,Instagram,96,59,634
598,male,48,Sub_Urban,Marketer Manager,81788,10569,60,1962,TRUE,TRUE,YouTube,6,72,841
599,non-binary,63,Urban,Marketer Manager,102879,5857,60,777,TRUE,TRUE,YouTube,43,69,405
600,female,53,Sub_Urban,Marketer Manager,58827,1340,12,1051,TRUE,FALSE,Instagram,35,5,380
601,male,28,Sub_Urban,Student,127188,44949,24,2136,TRUE,TRUE,YouTube,98,99,432
602,non-binary,69,Rural,Student,25655,17766,48,610,TRUE,TRUE,Facebook,54,19,437
603,male,32,Sub_Urban,Software Engineer,64859,27132,60,884,TRUE,TRUE,Facebook,62,23,483
604,female,36,Urban,Software Engineer,73625,9491,24,2356,TRUE,TRUE,YouTube,69,9,700
605,female,24,Sub_Urban,Software Engineer,72098,1138,36,1260,TRUE,FALSE,YouTube,82,94,629
606,non-binary,68,Urban,Student,35251,1358,60,1714,TRUE,TRUE,Instagram,16,50,807
607,female,45,Rural,Marketer Manager,142413,10714,48,2013,TRUE,TRUE,YouTube,8,16,368
608,male,68,Urban,Software Engineer,20526,20840,36,1193,FALSE,TRUE,Instagram,89,33,845
609,female,60,Sub_Urban,Marketer Manager,88760,35395,36,1949,TRUE,TRUE,Facebook,96,2,352
610,male,22,Rural,Software Engineer,67837,31654,48,904,TRUE,TRUE,YouTube,90,14,749
611,male,22,Sub_Urban,Software Engineer,145133,26879,60,1858,TRUE,TRUE,Instagram,86,1,504
612,female,47,Rural,Software Engineer,149478,16996,12,1732,TRUE,TRUE,Instagram,31,90,425
613,non-binary,49,Rural,Software Engineer,31536,38772,48,521,TRUE,TRUE,Facebook,10,58,342
614,female,25,Sub_Urban,Software Engineer,48541,27762,48,1177,TRUE,TRUE,YouTube,56,89,410
615,male,27,Sub_Urban,Marketer Manager,99083,14283,48,1110,TRUE,TRUE,Facebook,76,16,482
616,male,55,Rural,Software Engineer,71027,40420,36,1731,TRUE,TRUE,Instagram,92,79,394
617,female,64,Rural,Marketer Manager,54531,20554,24,507,TRUE,TRUE,Instagram,70,90,673
618,non-binary,49,Sub_Urban,Student,28712,21219,12,1201,TRUE,TRUE,YouTube,20,47,819
619,non-binary,65,Urban,Software Engineer,124101,35919,60,2210,FALSE,TRUE,Instagram,5,44,659
620,male,45,Sub_Urban,Marketer Manager,85455,10429,60,2308,TRUE,TRUE,YouTube,23,80,580
621,male,34,Rural,Student,94744,47840,24,1028,TRUE,TRUE,Facebook,9,14,494
622,non-binary,48,Sub_Urban,Student,141787,45695,48,1101,TRUE,TRUE,YouTube,58,93,494
623,female,25,Urban,Student,149749,40673,12,2176,TRUE,TRUE,YouTube,59,24,392
624,male,57,Sub_Urban,Marketer Manager,25109,20218,60,1156,FALSE,TRUE,Instagram,93,55,360
625,male,42,Rural,Software Engineer,141332,13452,60,665,TRUE,TRUE,Instagram,80,15,350
626,non-binary,26,Sub_Urban,Software Engineer,69268,49980,48,1348,TRUE,TRUE,YouTube,54,83,702
627,female,19,Rural,Marketer Manager,120737,19951,24,995,TRUE,TRUE,Instagram,46,72,304
628,non-binary,32,Rural,Software Engineer,74615,2307,12,1089,TRUE,TRUE,Instagram,22,34,765
629,female,67,Sub_Urban,Marketer Manager,102503,15852,24,928,TRUE,TRUE,Instagram,64,2,833
630,female,20,Rural,Software Engineer,143274,26232,24,1273,TRUE,TRUE,YouTube,8,27,704
631,female,66,Rural,Student,49759,36428,12,662,TRUE,TRUE,Instagram,20,74,812
632,male,53,Urban,Software Engineer,105708,44171,12,865,TRUE,TRUE,YouTube,51,99,532
633,non-binary,21,Urban,Marketer Manager,80112,27485,60,2049,TRUE,TRUE,Instagram,78,87,823
634,non-binary,31,Urban,Marketer Manager,122471,11238,60,1762,TRUE,TRUE,Facebook,39,72,645
635,female,58,Urban,Student,146740,39975,12,571,TRUE,TRUE,Instagram,37,92,345
636,male,58,Rural,Marketer Manager,143153,2140,36,1968,TRUE,TRUE,Instagram,50,23,845
637,male,42,Sub_Urban,Software Engineer,46589,25842,60,1154,TRUE,TRUE,YouTube,34,68,377
638,non-binary,67,Rural,Software Engineer,50015,27421,36,2345,TRUE,TRUE,YouTube,75,14,372
639,male,27,Rural,Student,49009,2708,12,2032,TRUE,TRUE,Instagram,33,63,548
640,male,38,Rural,Marketer Manager,103309,4630,60,2318,TRUE,TRUE,Facebook,31,93,346
641,female,53,Sub_Urban,Student,146446,20595,24,768,TRUE,FALSE,Instagram,54,65,420
642,male,29,Urban,Software Engineer,82046,11485,12,2276,TRUE,FALSE,Instagram,44,68,513
643,female,44,Rural,Student,126661,29308,48,914,TRUE,TRUE,Facebook,34,63,538
644,non-binary,57,Rural,Marketer Manager,46143,45789,36,1768,TRUE,TRUE,YouTube,71,96,355
645,male,19,Urban,Student,26154,27086,12,1515,TRUE,TRUE,Instagram,62,97,649
646,non-binary,30,Rural,Marketer Manager,41804,17859,12,1174,TRUE,TRUE,YouTube,23,90,406
647,non-binary,49,Sub_Urban,Marketer Manager,61688,8684,60,1583,TRUE,TRUE,YouTube,46,81,347
648,male,48,Rural,Software Engineer,84288,26552,60,505,TRUE,TRUE,Facebook,56,87,636
649,male,33,Rural,Software Engineer,71195,2207,60,2232,TRUE,TRUE,Facebook,7,64,325
650,non-binary,49,Urban,Software Engineer,40581,47099,48,1481,TRUE,TRUE,YouTube,89,32,556
651,male,49,Rural,Marketer Manager,72648,2960,60,1069,TRUE,TRUE,Instagram,61,79,307
652,female,51,Rural,Student,50087,1557,12,2340,TRUE,TRUE,YouTube,3,13,552
653,female,28,Sub_Urban,Marketer Manager,69930,30689,60,906,TRUE,TRUE,Instagram,38,66,602
654,male,27,Urban,Software Engineer,52981,49651,24,1740,TRUE,FALSE,Instagram,84,19,355
655,non-binary,32,Urban,Software Engineer,89298,14893,60,2453,TRUE,TRUE,Facebook,34,24,825
656,male,34,Sub_Urban,Student,66167,33272,48,525,TRUE,TRUE,Instagram,44,88,773
657,male,57,Rural,Software Engineer,95304,1882,24,2338,TRUE,TRUE,Instagram,30,11,327
658,non-binary,35,Urban,Software Engineer,63408,38529,12,1528,TRUE,FALSE,YouTube,17,59,377
659,non-binary,26,Urban,Software Engineer,59499,39635,12,1485,TRUE,TRUE,Facebook,59,86,515
660,female,42,Rural,Student,145816,30535,36,2055,TRUE,TRUE,Instagram,10,15,685
661,non-binary,57,Rural,Marketer Manager,72269,13869,24,889,FALSE,TRUE,Instagram,99,10,664
662,female,31,Urban,Software Engineer,58559,8166,36,1209,TRUE,TRUE,Facebook,84,41,825
663,non-binary,42,Rural,Student,134126,13982,24,1070,TRUE,TRUE,YouTube,18,27,611
664,male,67,Urban,Software Engineer,94319,41697,24,1971,TRUE,TRUE,Facebook,45,60,306
665,female,39,Rural,Student,131925,39115,48,1253,TRUE,TRUE,Facebook,91,73,302
666,female,69,Rural,Software Engineer,115317,8269,36,645,FALSE,FALSE,Instagram,59,52,662
667,female,47,Sub_Urban,Student,116347,29064,48,1911,TRUE,TRUE,Instagram,62,28,807
668,male,37,Rural,Software Engineer,68787,14527,24,1284,TRUE,TRUE,YouTube,59,65,573
669,male,38,Sub_Urban,Marketer Manager,55488,3454,12,1772,TRUE,TRUE,Instagram,49,17,805
670,male,61,Rural,Software Engineer,94441,21878,24,1025,TRUE,TRUE,Instagram,63,95,314
671,male,49,Urban,Student,94663,13991,48,1985,TRUE,FALSE,Facebook,87,44,491
672,male,68,Urban,Software Engineer,42431,3808,36,512,TRUE,TRUE,Instagram,32,10,784
673,female,63,Rural,Marketer Manager,81681,40410,36,1402,FALSE,TRUE,YouTube,10,63,327
674,male,66,Rural,Software Engineer,83483,37593,48,883,TRUE,TRUE,Facebook,11,93,338
675,female,38,Urban,Student,142720,37304,36,1055,TRUE,TRUE,YouTube,70,82,572
676,male,52,Rural,Student,69153,31386,60,1386,TRUE,TRUE,Facebook,62,47,530
677,non-binary,49,Sub_Urban,Marketer Manager,26368,49077,12,1922,TRUE,TRUE,Instagram,47,38,385
678,female,47,Sub_Urban,Student,47424,4802,12,518,TRUE,TRUE,Facebook,34,70,773
679,non-binary,56,Sub_Urban,Software Engineer,132360,29753,12,1074,TRUE,TRUE,Facebook,17,76,425
680,female,66,Sub_Urban,Software Engineer,65004,22083,36,2014,TRUE,TRUE,Instagram,54,53,836
681,non-binary,29,Sub_Urban,Software Engineer,103869,19354,36,1250,TRUE,TRUE,Instagram,76,78,444
682,male,58,Rural,Student,108652,23190,24,1503,TRUE,FALSE,YouTube,85,44,824
683,male,64,Rural,Software Engineer,132755,7142,24,918,FALSE,TRUE,YouTube,40,74,511
684,male,35,Sub_Urban,Software Engineer,76985,29398,12,1860,TRUE,TRUE,Instagram,19,54,324
685,female,38,Rural,Software Engineer,70069,42862,60,918,TRUE,TRUE,Instagram,67,20,693
686,non-binary,30,Rural,Marketer Manager,72326,34132,24,2438,TRUE,TRUE,Instagram,82,79,366
687,male,38,Sub_Urban,Student,128737,20503,24,2439,TRUE,TRUE,Facebook,53,31,532
688,non-binary,25,Rural,Student,101061,49456,36,2135,TRUE,FALSE,Facebook,64,7,408
689,non-binary,63,Rural,Student,43398,35631,60,2198,TRUE,TRUE,Facebook,83,58,445
690,male,57,Rural,Marketer Manager,118393,17499,12,2451,TRUE,FALSE,Instagram,47,10,410
691,male,63,Sub_Urban,Student,70861,40852,24,621,TRUE,TRUE,YouTube,6,10,527
692,non-binary,24,Rural,Marketer Manager,95897,9016,60,931,TRUE,TRUE,Instagram,16,39,410
693,male,40,Urban,Marketer Manager,101905,3384,60,543,TRUE,FALSE,Facebook,72,28,769
694,male,61,Urban,Student,147118,16072,12,2395,TRUE,TRUE,Facebook,18,30,333
695,male,49,Sub_Urban,Software Engineer,88577,37703,60,2443,TRUE,FALSE,Instagram,52,37,668
696,female,28,Urban,Software Engineer,85641,46895,60,1840,TRUE,TRUE,Instagram,48,67,724
697,non-binary,39,Sub_Urban,Student,29078,15482,60,880,TRUE,FALSE,Facebook,43,43,817
698,non-binary,39,Urban,Student,45003,41510,24,644,TRUE,TRUE,Facebook,39,79,581
699,female,60,Urban,Marketer Manager,82768,49933,12,1850,TRUE,TRUE,Facebook,49,85,619
700,non-binary,42,Urban,Student,71047,22826,60,862,TRUE,TRUE,Instagram,12,52,742
701,male,39,Sub_Urban,Marketer Manager,91626,3490,60,1573,FALSE,TRUE,Facebook,10,56,614
702,non-binary,45,Sub_Urban,Student,77660,47092,24,1588,TRUE,TRUE,Facebook,71,76,676
703,male,46,Rural,Software Engineer,124386,26518,12,854,FALSE,TRUE,YouTube,55,68,588
704,female,30,Sub_Urban,Software Engineer,69786,25045,36,1299,TRUE,TRUE,Instagram,1,9,736
705,male,35,Urban,Student,21925,27910,24,1687,TRUE,TRUE,YouTube,49,92,576
706,non-binary,19,Urban,Marketer Manager,103976,25566,12,1664,TRUE,TRUE,YouTube,36,23,802
707,non-binary,46,Sub_Urban,Software Engineer,125221,34905,60,2489,TRUE,TRUE,Facebook,21,63,815
708,non-binary,38,Sub_Urban,Marketer Manager,137832,28103,12,1325,TRUE,TRUE,Instagram,37,61,649
709,female,32,Sub_Urban,Student,145150,37188,12,1651,TRUE,TRUE,Facebook,24,40,745
710,female,69,Rural,Student,46015,6845,12,897,FALSE,TRUE,Instagram,55,44,649
711,non-binary,44,Urban,Software Engineer,53320,22162,36,2456,TRUE,TRUE,YouTube,25,86,436
712,male,67,Rural,Student,84881,37674,12,1379,TRUE,TRUE,Instagram,7,24,542
713,female,48,Rural,Software Engineer,110827,20337,36,962,TRUE,FALSE,Facebook,81,51,842
714,non-binary,32,Urban,Marketer Manager,140071,23313,60,2274,TRUE,TRUE,Facebook,93,58,339
715,non-binary,68,Urban,Software Engineer,122215,27943,36,2359,TRUE,TRUE,Facebook,94,90,528
716,female,40,Sub_Urban,Software Engineer,46289,13413,60,1307,TRUE,TRUE,Instagram,71,94,847
717,female,41,Sub_Urban,Marketer Manager,148859,1276,60,686,FALSE,TRUE,YouTube,97,33,522
718,female,61,Rural,Software Engineer,23389,18611,36,2243,TRUE,TRUE,YouTube,71,16,305
719,male,30,Sub_Urban,Software Engineer,45683,40105,24,1231,TRUE,TRUE,Instagram,24,22,621
720,male,39,Sub_Urban,Student,33629,12944,48,2435,TRUE,TRUE,Facebook,11,57,767
721,non-binary,60,Urban,Marketer Manager,81550,16906,12,1713,TRUE,TRUE,YouTube,73,62,374
722,female,54,Urban,Software Engineer,44826,21536,48,1911,TRUE,TRUE,Facebook,12,82,303
723,male,50,Sub_Urban,Marketer Manager,120734,28810,12,928,TRUE,TRUE,Instagram,35,71,417
724,female,20,Urban,Marketer Manager,46630,13306,12,1357,TRUE,FALSE,Facebook,63,90,803
725,non-binary,36,Sub_Urban,Software Engineer,118762,11503,60,1807,TRUE,TRUE,YouTube,68,72,740
726,male,40,Urban,Student,66163,20225,12,2387,TRUE,TRUE,YouTube,92,70,493
727,male,46,Urban,Marketer Manager,118511,37976,12,736,FALSE,FALSE,Facebook,57,30,691
728,male,47,Urban,Software Engineer,86435,12590,36,1717,TRUE,TRUE,Instagram,13,23,325
729,non-binary,56,Urban,Marketer Manager,31653,11886,48,1810,TRUE,TRUE,Facebook,23,32,734
730,female,61,Sub_Urban,Student,47961,13866,36,1270,TRUE,TRUE,Instagram,83,86,472
731,male,64,Rural,Student,101941,2088,12,1257,TRUE,FALSE,Facebook,39,57,599
732,non-binary,42,Urban,Student,94137,4363,60,635,TRUE,FALSE,YouTube,88,9,625
733,female,54,Sub_Urban,Software Engineer,53662,33792,36,1291,TRUE,TRUE,Instagram,80,31,709
734,non-binary,64,Sub_Urban,Software Engineer,118818,10764,36,2306,TRUE,TRUE,Instagram,97,71,417
735,female,25,Urban,Student,76446,21620,24,670,TRUE,TRUE,Instagram,12,9,524
736,non-binary,59,Rural,Software Engineer,41288,43727,12,658,TRUE,TRUE,YouTube,34,13,831
737,female,33,Urban,Student,142555,13935,60,700,TRUE,TRUE,Facebook,71,58,412
738,male,25,Sub_Urban,Software Engineer,115081,9068,36,2010,TRUE,FALSE,YouTube,75,3,439
739,female,18,Rural,Student,56877,8295,36,2080,TRUE,TRUE,Instagram,31,35,300
740,non-binary,61,Sub_Urban,Marketer Manager,131562,42160,60,1461,TRUE,TRUE,Facebook,93,97,389
741,non-binary,22,Urban,Student,35313,12390,12,2299,TRUE,TRUE,YouTube,62,21,619
742,female,20,Rural,Student,100885,42216,24,1082,TRUE,TRUE,Instagram,13,64,849
743,male,18,Sub_Urban,Software Engineer,92715,21131,36,2027,FALSE,TRUE,Instagram,31,95,438
744,male,21,Sub_Urban,Software Engineer,30326,30218,24,1375,TRUE,TRUE,YouTube,2,52,810
745,female,57,Sub_Urban,Software Engineer,130091,11433,48,870,FALSE,FALSE,YouTube,15,34,558
746,female,52,Urban,Software Engineer,145836,16038,12,602,TRUE,FALSE,YouTube,57,96,309
747,non-binary,49,Rural,Software Engineer,21560,29182,48,1501,TRUE,TRUE,Instagram,75,35,560
748,male,59,Urban,Software Engineer,99148,12528,48,1648,TRUE,FALSE,YouTube,34,15,471
749,female,51,Urban,Marketer Manager,103186,22281,48,1836,FALSE,TRUE,Instagram,68,96,312
750,male,60,Urban,Student,46745,49511,12,1475,TRUE,TRUE,YouTube,75,6,467
751,female,42,Rural,Student,51890,9605,12,1297,TRUE,TRUE,Instagram,29,85,620
752,female,27,Urban,Student,40022,35782,60,1981,TRUE,TRUE,Instagram,66,97,618
753,male,38,Urban,Marketer Manager,143629,2381,24,1753,TRUE,FALSE,Facebook,16,32,628
754,female,63,Urban,Student,72579,2098,24,1157,TRUE,TRUE,YouTube,39,52,849
755,female,56,Urban,Marketer Manager,90316,20810,60,1381,TRUE,TRUE,YouTube,77,83,718
756,non-binary,44,Sub_Urban,Marketer Manager,103847,25322,60,1720,TRUE,TRUE,Instagram,37,97,394
757,female,44,Urban,Marketer Manager,48380,42869,48,2408,TRUE,TRUE,Instagram,81,28,617
758,female,19,Sub_Urban,Student,130198,33955,60,1232,TRUE,TRUE,Instagram,21,95,535
759,female,58,Urban,Marketer Manager,22356,45716,36,922,TRUE,TRUE,Facebook,44,85,633
760,non-binary,65,Rural,Student,90326,11207,24,1071,TRUE,TRUE,Facebook,19,98,675
761,male,30,Sub_Urban,Student,112447,22793,60,2133,TRUE,TRUE,Instagram,71,64,758
762,non-binary,26,Sub_Urban,Software Engineer,134994,3092,36,670,TRUE,TRUE,YouTube,8,79,436
763,non-binary,69,Sub_Urban,Software Engineer,109899,29220,36,1905,TRUE,TRUE,YouTube,77,78,846
764,male,53,Sub_Urban,Marketer Manager,40049,19514,36,672,TRUE,TRUE,Facebook,66,19,812
765,non-binary,39,Rural,Marketer Manager,95717,39010,36,1162,TRUE,TRUE,Facebook,41,15,595
766,male,59,Urban,Student,125361,9549,48,952,TRUE,TRUE,Instagram,75,6,619
767,non-binary,43,Sub_Urban,Marketer Manager,36082,23031,36,849,TRUE,TRUE,YouTube,88,73,648
768,male,29,Rural,Marketer Manager,20661,6185,48,2425,TRUE,TRUE,Instagram,70,84,528
769,female,34,Sub_Urban,Student,57412,16271,48,2475,TRUE,FALSE,Facebook,61,98,569
770,non-binary,31,Urban,Marketer Manager,134015,6776,36,2157,TRUE,TRUE,YouTube,26,38,590
771,non-binary,31,Sub_Urban,Marketer Manager,143191,13449,24,993,FALSE,TRUE,YouTube,71,26,464
772,non-binary,51,Rural,Student,22920,25297,36,1119,TRUE,FALSE,Facebook,83,82,304
773,non-binary,37,Urban,Student,111194,41591,36,1527,TRUE,TRUE,Instagram,70,92,678
774,female,28,Rural,Software Engineer,134306,16717,36,1616,TRUE,TRUE,Instagram,29,51,377
775,non-binary,33,Urban,Student,80315,41123,24,1418,FALSE,TRUE,YouTube,66,73,709
776,female,68,Urban,Software Engineer,99561,40233,12,505,TRUE,FALSE,Facebook,19,96,431
777,female,48,Urban,Marketer Manager,28946,46505,12,787,TRUE,FALSE,YouTube,68,53,341
778,female,23,Sub_Urban,Student,114242,47092,48,2141,TRUE,TRUE,Facebook,58,56,388
779,female,36,Rural,Student,65500,11350,48,1669,TRUE,TRUE,Instagram,70,59,701
780,male,54,Rural,Student,124540,31622,24,2306,TRUE,TRUE,Facebook,57,70,595
781,male,21,Rural,Marketer Manager,36309,36323,60,1947,TRUE,FALSE,Instagram,37,78,594
782,non-binary,64,Urban,Software Engineer,75230,3951,12,2413,TRUE,FALSE,Facebook,61,92,825
783,male,21,Sub_Urban,Marketer Manager,131822,18622,48,1107,TRUE,TRUE,YouTube,92,58,721
784,male,37,Urban,Marketer Manager,118656,5727,12,956,TRUE,TRUE,Instagram,30,88,322
785,non-binary,27,Rural,Student,143782,39454,24,2264,TRUE,TRUE,YouTube,71,13,442
786,non-binary,41,Sub_Urban,Software Engineer,50027,37469,24,1725,FALSE,TRUE,YouTube,73,43,444
787,non-binary,52,Sub_Urban,Marketer Manager,146768,36548,60,1735,TRUE,TRUE,Instagram,25,76,524
788,male,43,Sub_Urban,Student,92541,24782,60,1529,TRUE,TRUE,Instagram,97,51,802
789,male,54,Rural,Marketer Manager,132340,29454,24,1123,TRUE,TRUE,YouTube,65,19,403
790,non-binary,55,Sub_Urban,Marketer Manager,134846,3368,48,875,TRUE,TRUE,YouTube,6,21,338
791,female,38,Sub_Urban,Student,79321,16592,12,2414,FALSE,FALSE,YouTube,18,91,497
792,non-binary,57,Urban,Student,20956,23173,36,946,TRUE,TRUE,YouTube,10,83,690
793,female,56,Urban,Software Engineer,120375,34204,60,1334,TRUE,TRUE,Instagram,92,24,478
794,female,38,Sub_Urban,Marketer Manager,94131,36596,36,1629,TRUE,TRUE,Instagram,11,26,747
795,non-binary,27,Sub_Urban,Student,67908,35324,48,2174,TRUE,FALSE,YouTube,97,45,799
796,non-binary,55,Urban,Student,98339,47132,60,1310,TRUE,TRUE,Facebook,65,28,314
797,non-binary,63,Urban,Software Engineer,145659,24864,36,1924,TRUE,TRUE,Facebook,77,82,588
798,male,21,Urban,Software Engineer,45963,48829,48,1619,TRUE,TRUE,Instagram,84,29,777
799,female,62,Rural,Student,121757,31750,12,1911,FALSE,TRUE,YouTube,65,17,530
800,male,37,Rural,Software Engineer,59443,11576,48,1458,FALSE,TRUE,YouTube,52,68,719
801,male,34,Urban,Student,119259,17566,60,1975,TRUE,TRUE,Instagram,67,44,456
802,non-binary,24,Sub_Urban,Marketer Manager,59063,8190,24,1348,TRUE,FALSE,Facebook,82,61,849
803,male,21,Urban,Software Engineer,134225,24071,12,1308,TRUE,TRUE,Facebook,78,93,740
804,non-binary,46,Rural,Marketer Manager,136400,39333,36,1478,TRUE,TRUE,Facebook,31,68,396
805,female,31,Sub_Urban,Marketer Manager,100818,16369,60,2424,TRUE,TRUE,Instagram,91,74,710
806,non-binary,20,Rural,Marketer Manager,24703,25035,24,915,TRUE,TRUE,Facebook,17,25,588
807,male,41,Sub_Urban,Student,85128,2589,48,1225,TRUE,TRUE,Instagram,55,95,553
808,male,54,Rural,Marketer Manager,92099,26235,24,2027,TRUE,TRUE,Instagram,93,67,495
809,non-binary,33,Sub_Urban,Marketer Manager,45849,1159,60,953,TRUE,TRUE,YouTube,36,2,821
810,non-binary,69,Sub_Urban,Marketer Manager,51860,13145,60,1814,TRUE,TRUE,Facebook,26,89,816
811,male,21,Sub_Urban,Student,51585,16373,24,2057,TRUE,TRUE,Instagram,53,49,417
812,female,41,Sub_Urban,Marketer Manager,42015,32921,48,1716,TRUE,TRUE,Facebook,17,70,458
813,female,51,Rural,Marketer Manager,97539,40323,24,649,TRUE,TRUE,Facebook,86,26,527
814,non-binary,47,Rural,Software Engineer,63585,17237,60,2403,TRUE,FALSE,YouTube,25,72,515
815,female,35,Sub_Urban,Student,46958,42971,60,1258,TRUE,TRUE,Facebook,2,99,314
816,male,36,Sub_Urban,Marketer Manager,46017,9244,36,1278,TRUE,TRUE,YouTube,86,27,456
817,non-binary,48,Rural,Software Engineer,96707,15743,36,1472,TRUE,TRUE,Instagram,5,89,560
818,male,36,Sub_Urban,Student,144677,32566,12,1262,TRUE,TRUE,Facebook,4,18,456
819,male,66,Sub_Urban,Student,65350,47101,60,1501,TRUE,TRUE,Instagram,36,54,346
820,female,63,Sub_Urban,Student,32201,47109,36,2038,TRUE,FALSE,Facebook,6,1,623
821,non-binary,36,Urban,Student,49426,19691,24,1916,TRUE,TRUE,Instagram,21,61,429
822,non-binary,39,Sub_Urban,Student,37778,34996,48,1839,TRUE,TRUE,Facebook,77,3,710
823,female,41,Urban,Student,65241,6590,24,575,TRUE,TRUE,Facebook,89,68,394
824,male,62,Sub_Urban,Marketer Manager,62229,6585,48,1098,FALSE,TRUE,Facebook,26,41,591
825,male,29,Rural,Marketer Manager,106652,10227,36,1793,FALSE,TRUE,Facebook,55,37,582
